Root	root
ViPa_1	Vibrio parahaemolyticus AQ3810
NoPu	Nostoc punctiforme PCC 73102
ClNo	Clostridium novyi NT
NaPr	Nautilia profundicola AmH
CapSp	Capnocytophaga sputigena ATCC 33612
ViCh_3	Vibrio cholerae O395
BlHy	Blautia hydrogenotrophica DSM 10507
FlBaAlc1	Flavobacteriales bacterium ALC-1
CySp_5	Rippkaea orientalis PCC 8802
PrPen	Proteus penneri ATCC 35198
StAu_1	Staphylococcus aureus subsp. aureus MRSA252
ThYe	Thermodesulfovibrio yellowstonii DSM 11347
LaSal	Ligilactobacillus salivarius UCC118
OnUe	Onion yellows phytoplasma OY-M
BoBu_5	Borreliella burgdorferi 72a
CaLi	Candidatus Liberibacter asiaticus str. psy62
FlBaHT1	Maribacter sp. HTCC2170
MeLo	Mesorhizobium japonicum MAFF 303099
BoBu_6	Borreliella burgdorferi 94a
CaMa	Caldivirga maquilingensis IC-167
AtRi	Lancefieldella rimae ATCC 49626
AnFl	Anoxybacillus flavithermus WK1
ThAq	Thermus aquaticus Y51MC23
RhMa	Rhodothermus marinus DSM 4252
MiCh	Coleofasciculus chthonoplastes PCC 7420
MeiSi	Allomeiothermus silvanus DSM 9946
PaCh	Paulinella chromatophora
NaTh	Natranaerobius thermophilus JW/NM-WN-LF
HyVi	Hydrogenivirga sp. 128-5-R1-1
MeTh	Methanothermobacter thermautotrophicus str. Delta H
EnFa_2	Enterococcus faecalis EnGen0297
SoCe	Sorangium cellulosum So ce56
SulSp	Sulfurovum sp. NBC37-1
WoSu	Wolinella succinogenes DSM 1740
SuYe	Sulfurihydrogenibium yellowstonense SS-5
AcMa	Acaryochloris marina MBIC11017
AtVa	Fannyhessea vaginae DSM 15829
BoBu	Borreliella burgdorferi B31
CrWa	Crocosphaera watsonii WH 8501
BaBa	Bartonella bacilliformis KC583
FeNo	Fervidobacterium nodosum Rt17-B1
BoBu_4	Borreliella burgdorferi 118a
EuSi	[Eubacterium] siraeum DSM 15702
KoAl	Kordia algicida OT-1
BoBu_7	Borreliella burgdorferi 80a
CoSte	Collinsella stercoris DSM 13279
HeBi	Helicobacter bilis ATCC 43879
RuGn	Mediterraneibacter gnavus ATCC 29149
ClTh	Acetivibrio thermocellus ATCC 27405
BoAf_1	Borreliella afzelii ACA-1
ArMa	Limnospira maxima CS-328
BoVa	Borreliella valaisiana VS116
ChPa	Chlorobaculum parvum NCIB 8327
BoBu_1	Borreliella burgdorferi ZS7
BoBu_2	Borreliella burgdorferi 156a
ChCh	Chlorobium chlorochromatii CaD3
DoDo	Dokdonia sp. MED134
DesAl	Desulfatibacillum alkenivorans AK-01
ThAc	Thermoplasma acidophilum DSM 1728
LySp	Lyngbya sp. PCC 8106
AqAe	Aquifex aeolicus VF5
NosSp	Nostoc sp. PCC 7120 = FACHB-418
CoPr	Coprothermobacter proteolyticus DSM 5265
ChTh	Chloroherpeton thalassium ATCC 35110
DiTh	Dictyoglomus thermophilum H-6-12
MeMar	Methanoculleus marisnigri JR1
ElMi	Elusimicrobium minutum Pei191
BoBu_10	Borreliella burgdorferi CA-11.2A
BoBu_9	Borreliella burgdorferi 29805
CySp_2	Gloeothece citriformis PCC 7424
PaMi	Parvimonas micra ATCC 33270
HePy	Helicobacter pylori 26695
HePu	Helicobacter pullorum MIT 98-5489
BoBu_8	Borreliella burgdorferi WI91-23
SyWo	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
BoBu_11	Borreliella burgdorferi 64b
ClBo_6	Clostridium botulinum Bf
CySp_1	Crocosphaera subtropica ATCC 51142
PoPa	Plesiocystis pacifica SIR-1
AnVar	Trichormus variabilis ATCC 29413
BoGa_1	Borreliella garinii Far04
EnBi	Enterocytozoon bieneusi H348
SpTh	Sphaerobacter thermophilus DSM 20745
ClBo_11	Clostridium botulinum Ba4 str. 657
NiSp	Nitratiruptor sp. SB155-2
ChlSp	Chloroflexus aurantiacus Y-400-fl
BeSp	Beggiatoa sp. PS
ThPen	Thermofilum pendens Hrk 5
PerMr	Persephonella marina EX-H1
AnMa	Anaplasma marginale str. Florida
GemOb	Gemmata obscuriglobus UQM 2246
AbDe	Abiotrophia defectiva ATCC 49176
HoFi	Holdemania filiformis DSM 12042
BaSpe_1	Bacillus sp. SG-1
ThVo	Thermoplasma volcanium GSS1
BlHa	Blautia hansenii DSM 20583
EnFa_4	Enterococcus faecalis TX1322
CySp_3	Crocosphaera chwakensis CCY0110
GeY41	Paenibacillus sp. Y412MC10
BoHe	Borrelia hermsii DAH
VeSp	Verrucomicrobium spinosum DSM 4136 = JCM 18804
PsAt	Pseudoalteromonas atlantica T6c
SySp_6	Synechococcus sp. PCC 7335
BoSp	Borreliella spielmanii A14S
BoTu	Borrelia turicatae 91E135
ChAg	Chloroflexus aggregans DSM 9485
BoSpe	Borreliella finlandensis
EnFa_3	Enterococcus faecalis ATCC 29200
BoBu_3	Borreliella burgdorferi Bol26
BoAf	Borreliella afzelii PKo
ChPh_3	Chlorobium phaeovibrioides DSM 265
ThAf	Thermosipho africanus TCF52B
AsYe	Aster yellows witches'-broom phytoplasma AYWB
EnFa	Enterococcus faecalis V583
CoIn	Collinsella intestinalis DSM 13280
ChTe	Chlorobaculum tepidum TLS
HaOr	Halothermothrix orenii H 168
AcBo	Aciduliprofundum boonei T469
PePh	Pelodictyon phaeoclathratiforme BU-1
CaKo	Candidatus Korarchaeum cryptofilum OPF8
FlBa	Flavobacteria bacterium BBFL7
CySp_6	Gloeothece verrucosa PCC 7822
ClSp_1	Clostridium sp. 7_2_43FAA
RoCa	Roseiflexus castenholzii DSM 13941
EnFa_1	Enterococcus faecalis TX0104
ChAu	Chloroflexus aurantiacus J-10-fl
CaBa	Campylobacterales bacterium GD 1
HeCa	Helicobacter canadensis MIT 98-5491
MeMa_4	Methanococcus maripaludis C6
ThMe	Thermosipho melanesiensis BI429
OcIh	Oceanobacillus iheyensis HTE831
PoIr	Polaribacter irgensii 23-P
NoAr	Novosphingobium aromaticivorans DSM 12444
UnidentEubac	unidentified eubacterium SCB49
HePy_7	Helicobacter pylori G27
DiTu	Dictyoglomus turgidum DSM 6724
CyHu	Cytophaga hutchinsonii ATCC 33406
ClBe	Clostridium beijerinckii NCIMB 8052
SaSt	Sagittula stellata E-37
MeAc	Methanosarcina acetivorans C2A
PoSp	Polaribacter sp. MED152
EnFa_5	Enterococcus faecalis TUSoD Ef11
UnMethArch	Methanocella arvoryzae MRE50
Su	Sulfurihydrogenibium sp. YO3AOP1
NeTr_2	Neurospora tetrasperma
NoSp	Nodularia spumigena CCY9414
CaSo	Candidatus Solibacter usitatus Ellin6076
CaAm	Candidatus Amoebophilus asiaticus 5a2
FlBa_1	Flavobacteria bacterium BAL38
SpSp_1	Sphingobacterium spiritivorum ATCC 33300
ShWo	Shewanella woodyi ATCC 51908
SaVi	Saccharomonospora viridis DSM 43017
PsCr	Psychrobacter cryohalolentis K5
ShMR7	Shewanella sp. MR-7
PeHe	Pedobacter heparinus DSM 2366
BeSp_1	Beggiatoa sp. SS
MeThe	Methanothrix thermoacetophila PT
GrFo	Christiangramia forsetii KT0803
MeRu	Meiothermus ruber DSM 1279
RiEn	Rickettsia endosymbiont of Ixodes scapularis
ShHa	Shewanella halifaxensis HAW-EB4
ThEl	Thermosynechococcus vestitus BP-1
LiMo_5	Listeria monocytogenes Finland 1998
PePr	Pelobacter propionicus DSM 2379
PaMe	Parabacteroides merdae ATCC 43184
NiMu	Nitrosospira multiformis ATCC 25196
LiIn	Listeria innocua Clip11262
BaEg	Bacteroides eggerthii DSM 20697
PrMa_8	Prochlorococcus marinus str. NATL1A
JoDe	Jonesia denitrificans DSM 20603
StRo_1	Streptomyces filamentosus NRRL 15998
BaUn	Bacteroides uniformis ATCC 8492
ViHa	Vibrio harveyi ATCC BAA-1116
LiWe	Listeria welshimeri serovar 6b str. SLCC5334
StAv	Streptomyces avermitilis MA-4680 = NBRC 14893
ClTh_1	Acetivibrio thermocellus JW20
HaOc	Haliangium ochraceum DSM 14365
ShMR4	Shewanella sp. MR-4
LiMo_4	Listeria monocytogenes FSL R2-561
GeLo	Trichlorobacter lovleyi SZ
BaPu_1	Bacillus pumilus ATCC 7061
RoxSp	Roseiflexus sp. RS-1
SuIs	Sulfolobus islandicus Y.N.15.51
BiPs	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
GeUr	Geotalea uraniireducens Rf4
FuSp	Fusobacterium animalis 7_1
StRo	Streptomyces filamentosus NRRL 11379
TaSt	Talaromyces stipitatus ATCC 10500
StGh	Streptomyces viridosporus ATCC 14672
PsHa	Pseudoalteromonas translucida TAC125
PoGi	Porphyromonas gingivalis W83
SySpp	Synechocystis sp. PCC 6803
ThCu	Thermomonospora curvata DSM 43183
TrPa_1	Treponema pallidum subsp. pallidum SS14
BaIn	Bacteroides intestinalis DSM 17393
ShANA3	Shewanella sp. ANA-3
CoPs	Colwellia psychrerythraea 34H
BaOv	Bacteroides ovatus ATCC 8483
MaGa80	marine gamma proteobacterium HTCC2080
PrMa	Prochlorococcus marinus str. NATL2A
LeBl	Leeuwenhoekiella blandensis MED217
ShPe	Shewanella pealeana ATCC 700345
PrMa_3	Prochlorococcus marinus str. MIT 9313
LePn_2	Legionella pneumophila str. Paris
PoGi_1	Porphyromonas gingivalis ATCC 33277
SuAz	Sulfurihydrogenibium azorense Az-Fu1
KaKo	Kangiella koreensis DSM 16069
CaAc	Catenulispora acidiphila DSM 44928
ClSp_3	Clostridium sp. L2-50
SuIs_5	Sulfolobus islandicus Y.G.57.14
LePn_3	Legionella pneumophila str. Corby
TrPa	Treponema pallidum subsp. pallidum str. Nichols
LiMo_2	Listeria monocytogenes serotype 1/2a str. F6854
CaDu	Candida dubliniensis CD36
ShBe	Shewanella benthica KT99
RhoSp	Rhodococcus sp. NS1
LePn_1	Legionella pneumophila str. Lens
BaCel	Bacteroides cellulosilyticus DSM 14838
DeRed	Desulforamulus reducens MI-1
LiMo_3	Listeria monocytogenes serotype 4b str. H7858
SyFu	Syntrophobacter fumaroxidans MPOB
LiMo_1	Listeria monocytogenes serotype 4b str. F2365
AlMa_1	Alteromonas macleodii ATCC 27126
LiMo_6	Listeria monocytogenes HCC23
KrFl	Kribbella flavida DSM 17836
FrAl	Frankia alni ACN14a
SaEr	Saccharopolyspora erythraea NRRL 2338
ChPh	Chlorobium phaeobacteroides DSM 266
No	Nocardioides sp. JS614
PoPlc	Postia placenta Mad-698-R
PaDi	Parabacteroides distasonis ATCC 8503
ThTer	Thermobaculum terrenum ATCC BAA-798
LiMo_7	Listeria monocytogenes Clip80459
FoVi	Fowlpox virus
RoBi	Robiginitalea biformata HTCC2501
ShAm	Shewanella amazonensis SB2B
ShPi	Shewanella piezotolerans WP3
FrSp_1	Parafrankia sp. EAN1pec
LiMo	Listeria monocytogenes EGD-e
RhLe	Rhizobium johnstonii 3841
MiAe	Microcystis aeruginosa NIES-843
WoEn_1	Wolbachia endosymbiont of Muscidifurax uniraptor
LePn	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
PoNe	Polynucleobacter asymbioticus QLW-P1DMWA-1
PsTo	Psychroflexus torquis ATCC 700755
BaSt	Bacteroides stercoris ATCC 43183
AlBa	Alteromonadales bacterium TW-7
Al	Algoriphagus machipongonensis
PsTu	Pseudoalteromonas tunicata D2
CanVi	Canarypox virus
PrMa_1	Prochlorococcus marinus str. MIT 9303
SpSp	Sphingobacterium spiritivorum ATCC 33861
ChPi	Chitinophaga pinensis DSM 2588
HeAr	Herpetosiphon aurantiacus DSM 785
ChVu	Chlorella vulgaris
DiPu_1	Dictyostelium purpureum
ThKo	Thermococcus kodakarensis KOD1
LaCr	Lactobacillus crispatus JV-V01
DeDes	Desulfovibrio desulfuricans ATCC 27774
PhSp	Photobacterium sp. SKA34
BoDu	Borrelia duttonii Ly
MePe	Methylibium petroleiphilum PM1
ThDe	Thiobacillus denitrificans ATCC 25259
BaCe_23	Bacillus cereus BDRD-ST196
CoLit	Congregibacter litoralis KT71
JanBa	Janthinobacterium sp. Marseille
MaSp	Marinomonas sp. MWYL1
BaCe_19	Bacillus cereus AH621
CaDe	Candidatus Desulforudis audaxviator MP104C
AkEh	Alkalilimnicola ehrlichii MLHE-1
LaAc_1	Lactobacillus acidophilus ATCC 4796
BaCe_10	Bacillus cereus W
PhGa	Phaeobacter inhibens 2.10
ShW3181	Shewanella sp. W3-18-1
SuIs_4	Sulfolobus islandicus L.S.2.15
BuAm_1	Burkholderia ambifaria IOP40-10
MorSp	Moritella sp. PE36
MaAl	Marinobacter algicola DG893
GeWCH	Geobacillus sp. WCH70
BaTh_13	Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1
IdBa	Idiomarina baltica OS145
BaCe_9	Bacillus cereus AH820
CoBu_3	Coxiella burnetii RSA 331
PrRe	Providencia rettgeri DSM 1131
AcFe	Acidithiobacillus ferrooxidans ATCC 23270
LeCi	Leuconostoc citreum KM20
MeLa	Methanocorpusculum labreanum Z
BaCe_11	Bacillus cereus NVH0597-99
SySp_5	Parasynechococcus marenigrum WH 8102
DeSa	Maridesulfovibrio salexigens DSM 2638
ThAu	Tolumonas auensis DSM 9187
BaTh_6	Bacillus thuringiensis serovar monterrey BGSC 4AJ1
MeAe	Methanococcus aeolicus Nankai-3
BuPs_17	Burkholderia pseudomallei Pakistan 9
StGr	Streptomyces griseus subsp. griseus NBRC 13350
YeBe	Yersinia bercovieri ATCC 43970
BaCe_41	Bacillus cereus AH1273
MiLu	Micrococcus luteus NCTC 2665
BuSp	Burkholderia sp. 383
ClBo_10	Clostridium botulinum E3 str. Alaska E43
BaSu_3	Bacillus subtilis subsp. subtilis str. 168
BaCe_26	Bacillus cereus 95/8201
PsSy_3	Pseudomonas savastanoi pv. phaseolicola 1448A
EuHa	Anaerobutyricum hallii DSM 3353
ViCh_14	Vibrio cholerae NCTC 8457
MeJan	Methanocaldococcus jannaschii DSM 2661
MaAq	Marinobacter nauticus VT8
SeTe	Sebaldella termitidis ATCC 33386
BuPs_14	Burkholderia pseudomallei DM98
EnCa	Enterobacter cancerogenus ATCC 35316
MeInf	Methanocaldococcus infernus ME
BaCe	Bacillus cereus G9842
CarSp	Carnobacterium sp. AT7
BaCe_42	Bacillus cereus 03BB102
MaSu	[Mannheimia] succiniciproducens MBEL55E
ThNea	Thermotoga neapolitana DSM 4359
ChTr_1	Chlamydia trachomatis A/HAR-13
RhPa_6	Rhodopseudomonas palustris TIE-1
StCo	Streptomyces coelicolor A3(2)
BaMy	Bacillus mycoides Rock1-4
NitSp	Nitrobacter sp. Nb-311A
BaTh_2	Bacillus thuringiensis serovar israelensis ATCC 35646
BrBr	Brevibacillus brevis NBRC 100599
BaSu	Bacillus subtilis subsp. subtilis str. JH642
PhGa_1	Phaeobacter inhibens DSM 17395
BaSu_1	Bacillus subtilis subsp. subtilis str. SMY
FlmBa	Flavobacterium johnsoniae UW101
SySp_7	Synechococcus sp. CC9605
MyXa	Myxococcus xanthus DK 1622
LepBo_1	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197
BaSpe	Bacillus sp. NRRL B-14911
ArCh	Pseudarthrobacter chlorophenolicus A6
BeAd	Bifidobacterium adolescentis L2-32
MeMaz	Methanosarcina mazei Go1
BaLi	Bacillus licheniformis DSM 13 = ATCC 14580
BaAn_8	Bacillus anthracis str. A0174
HePy_6	Helicobacter pylori B128
DeTh	Desulfonatronospira thiodismutans ASO3-1
SaAr	Salinispora arenicola CNS-205
AnDe_1	Anaeromyxobacter dehalogenans 2CP-C
RaSo_2	Ralstonia solanacearum UW551
ClNe	[Clostridium] nexile DSM 1787
SyEl	Synechococcus elongatus PCC 7942 = FACHB-805
ThTh_1	Thermus thermophilus HB8
ClBac	Clostridiales bacterium 1_7_47FAA
AuMa	Aurantimonas manganoxydans SI85-9A1
DeiDe	Deinococcus deserti VCD115
MeNo	Methylobacterium nodulans ORS 2060
SiMel_1	Sinorhizobium medicae WSM419
DePr	delta proteobacterium MLMS-1
MaFe	Mariprofundus ferrooxydans PV-1
MyAb	Mycobacteroides abscessus
SyAc	Syntrophus aciditrophicus SB
Rh	Sinorhizobium fredii NGR234
BaCa	Bacteroides caccae ATCC 43185
EpSp	Candidatus Epulonipiscium viviparus
LepIn	Leptospira interrogans serovar Lai str. 56601
ThFu	Thermobifida fusca YX
AcFe_1	Acidithiobacillus ferrooxidans ATCC 53993
NaMu	Nakamurella multipartita DSM 44233
BuAm_2	Burkholderia ambifaria MEX-5
LaAg	Roseibium aggregatum IAM 12614
ChFl	Chthoniobacter flavus Ellin428
PeCar	Syntrophotalea carbinolica DSM 2380
NiOc	Nitrosococcus oceani ATCC 19707
MiSp	Micromonospora sp. ATCC 39149
MabSp	Marinobacter sp. ELB17
BaAn_2	Bacillus anthracis str. A2012
BaSp_1	Bacteroides sp. D1
DeMa	Solidesulfovibrio magneticus RS-1
ClBo_13	Clostridium botulinum E1 str. 'BoNT E Beluga'
LaRh_1	Lacticaseibacillus rhamnosus LMS2-1
ViAl	Vibrio alginolyticus 12G01
BoRe	Borrelia recurrentis A1
ThGa	Thermococcus gammatolerans EJ3
KiRa	Kineococcus radiotolerans SRS30216 = ATCC BAA-149
BaTh_12	Bacillus thuringiensis serovar pulsiensis BGSC 4CC1
CaMe	Methanoregula boonei 6A8
BuPs_6	Burkholderia pseudomallei BCC215
BaAn_9	Bacillus anthracis str. A0389
BaThe	Bacteroides thetaiotaomicron VPI-5482
Ro26	Roseobacter sp. SK209-2-6
PuAb	Pyrococcus abyssi GE5
WoEn	Wolbachia endosymbiont of Culex quinquefasciatus JHB
BaTh_16	Bacillus thuringiensis serovar andalousiensis BGSC 4AW1
BaAn_4	Bacillus anthracis str. Tsiankovskii-I
RhPa_1	Rhodopseudomonas palustris BisA53
EdIc	Edwardsiella ictaluri 93-146
BaVu	Phocaeicola vulgatus ATCC 8482
AcMi	Actinosynnema mirum DSM 43827
MeFe	Methanocaldococcus fervens AG86
ErSp	Erythrobacter sp. NAP1
PoUe	Porphyromonas uenonis 60-3
BuPs_5	Burkholderia pseudomallei 305
SuVi	Sulfolobus virus STSV1
AkMu	Akkermansia muciniphila ATCC BAA-835
FuNu	Fusobacterium nucleatum subsp. nucleatum ATCC 25586
PsAr	Psychrobacter arcticus 273-4
ChPh_1	Chlorobium phaeobacteroides BS1
ExSp	Exiguobacterium sp. AT1b
FiSu	Fibrobacter succinogenes subsp. succinogenes S85
BaAn_3	Bacillus anthracis str. Sterne
AnBa_1	Anaeromyxobacter sp. K
HeAc	Helicobacter acinonychis str. Sheeba
BuPs_13	Burkholderia pseudomallei 14
DeOl	Desulfosudis oleivorans Hxd3
ChTr_4	Chlamydia trachomatis L2b/UCH-1/proctitis
RaEu	Cupriavidus necator H16
PhPr_1	Photobacterium profundum 3TCK
SuIs_1	Sulfolobus islandicus M.16.4
FlBa_2	Flavobacteria bacterium MS024-2A
CaOc	Capnocytophaga ochracea DSM 7271
ViAn	Photobacterium angustum S14
GlVi	Gloeobacter violaceus PCC 7421
CoAm	Corynebacterium amycolatum SK46
BaCe_28	Bacillus cereus Rock1-3
DoFo	Dorea formicigenerans ATCC 27755
AnCa	Anaerostipes caccae L1-92
PsSt	Stutzerimonas stutzeri A1501
ThCa	Thermosinus carboxydivorans Nor1
PeMb	Petrotoga mobilis SJ95
FrSp	Frankia casuarinae
RaSo	Ralstonia pseudosolanacearum GMI1000
BaCe_40	Bacillus cereus AH1272
ClDi_1	Clostridioides difficile QCD-32g58
ClDi	Clostridioides difficile 630
AlVi	Allochromatium vinosum DSM 180
MeMa_3	Methanococcus maripaludis C5
SuTo	Sulfurisphaera tokodaii str. 7
LepBo	Leptospira borgpetersenii serovar Hardjo-bovis str. L550
CoBu	Coxiella burnetii CbuK_Q154
ChFe	Chlamydia felis Fe/C-56
BaCh	Phocaeicola coprophilus DSM 18228 = JCM 13818
BaMy_1	Bacillus mycoides DSM 2048
ChTr_2	Chlamydia trachomatis
BaAn_11	Bacillus anthracis str. CDC 684
DeBa	Desulfomicrobium baculatum DSM 4028
LeAr	Lentisphaera araneosa HTCC2155
BaCo	Phocaeicola coprocola DSM 17136
RiFe	Rickettsia felis URRWXCal2
RhLe_1	Rhizobium leguminosarum bv. trifolii WSM1325
AcCap	Acidobacterium capsulatum ATCC 51196
AnBa	Anaeromyxobacter sp. Fw109-5
LeBu	Leptotrichia buccalis C-1013-b
BuPh	Paraburkholderia phymatum STM815
ThOn	Thermococcus onnurineus NA1
SySp_12	Synechococcus sp. CC9902
DeAu	Desulforapulum autotrophicum HRM2
DeAce	Desulfuromonas acetoxidans DSM 684
DeAc	Desulfofarcimen acetoxidans DSM 771
HaNe	Halothiobacillus neapolitanus c2
BaPu	Bacillus pumilus SAFR-032
MaCa	Macrococcoides caseolyticum JCSC5402
DenAc	Denitrovibrio acetiphilus DSM 12809
BaAn_5	Bacillus anthracis str. A0193
PoEn	Porphyromonas endodontalis ATCC 35406
SePr	Serratia proteamaculans 568
BuSp_1	Burkholderia sp. H160
BaCe_37	Bacillus cereus AH603
BuPs	Burkholderia pseudomallei K96243
BraSp_1	Bradyrhizobium sp. BTAi1
Rh55	Rhodobacterales bacterium HTCC2255
DiSh	Dinoroseobacter shibae DFL 12 = DSM 16493
ThX514	Thermoanaerobacter sp. X514
NoAz	'Nostoc azollae' 0708
BaCl	Shouchella clausii KSM-K16
BaEl	Pedosphaera parvula Ellin514
ShPu_1	Shewanella putrefaciens 200
BaCe_33	Bacillus cereus Rock3-44
BaSu_2	Bacillus subtilis
MaGa43	marine gamma proteobacterium HTCC2143
RhCe	Rhodospirillum centenum SW
BaFr	Bacteroides fragilis YCH46
LepIn_1	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130
FlPs	Flavobacterium psychrophilum JIP02/86
BuPs_12	Burkholderia pseudomallei 91
SphWi	Rhizorhabdus wittichii RW1
ViCh_12	Vibrio cholerae 623-39
GeFRC	Geotalea daltonii FRC-32
BuPs_16	Burkholderia pseudomallei 576
BoGa_2	Borreliella bavariensis PBi
BuPs_9	Burkholderia pseudomallei B7210
BaCe_17	Bacillus cereus BGSC 6E1
BuPs_2	Burkholderia pseudomallei 1710b
MyVa	Mycolicibacterium vanbaalenii PYR-1
DeRa	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
StpRo	Streptosporangium roseum DSM 43021
HePy_3	Helicobacter pylori HPKX_438_AG0C1
BaAn_10	Bacillus anthracis str. A0488
DeAl	Dethiobacter alkaliphilus AHT 1
BuPhy	Paraburkholderia phytofirmans PsJN
ThLe	Pseudothermotoga lettingae TMO
CaRec	Campylobacter rectus RM3267
StEp_4	Staphylococcus caprae M23864:W1
AnTh	Caldicellulosiruptor bescii DSM 6725
ClHi	Peptacetobacter hiranonis DSM 13275
KoRh	Kocuria rhizophila DC2201
StCar	Staphylococcus carnosus subsp. carnosus TM300
YeFr	Yersinia frederiksenii ATCC 33641
EgLe	Eggerthella lenta DSM 2243
ArFu	Archaeoglobus fulgidus DSM 4304
ClCe	Clostridium cellulovorans 743B
PrMa_4	Prochlorococcus marinus str. MIT 9211
PsPu	Pseudomonas putida GB-1
SlHe	Slackia heliotrinireducens DSM 20476
BaCe_31	Bacillus cereus Rock3-29
AsEx	Asticcacaulis excentricus CB 48
WoEn_3	Wolbachia endosymbiont of Culex quinquefasciatus Pel
PlLi	Planctopirus limnophila DSM 3776
AcTtV	Bicaudavirus pozzuoliense
BuPs_4	Burkholderia pseudomallei 1106b
ThRo	Thermomicrobium roseum DSM 5159
BaTh	Bacillus thuringiensis str. Al Hakam
TrDe	Treponema denticola ATCC 35405
BaTh_1	[Bacillus thuringiensis] serovar konkukian str. 97-27
GaFr	Gallionella capsiferriformans ES-2
BaCe_7	Bacillus cereus AH1134
ChMu	Chlamydia muridarum str. Nigg
BoGa	Borreliella garinii PBr
BaAn_12	Bacillus anthracis str. A0248
KiOr	Kingella oralis ATCC 51147
StEp	Staphylococcus epidermidis RP62A
BuPs_15	Burkholderia pseudomallei MSHR346
BaCe_13	Bacillus cereus 03BB108
BrMu	Brachyspira murdochii DSM 12563
DeGe	Deinococcus geothermalis DSM 11300
BaTh_4	Bacillus thuringiensis IBL 4222
LaIn	Lawsonia intracellularis PHE/MN1-00
ViBa	Vibrionales bacterium SWAT-3
GaVa	Gardnerella vaginalis ATCC 14019
OrTs_1	Orientia tsutsugamushi str. Ikeda
RhOp	Rhodococcus opacus B4
RaSo_1	Ralstonia solanacearum MolK2
EuRe	Agathobacter rectalis ATCC 33656
BuAm	Burkholderia ambifaria AMMD
CoBu_1	Coxiella burnetii CbuG_Q212
SyEl_1	Synechococcus elongatus PCC 6301
RuTo	[Ruminococcus] torques ATCC 27756
SySp_14	Synechococcus sp. JA-2-3B'a(2-13)
SySp_10	Synechococcus sp. BL107
BuAm_3	Burkholderia ambifaria MC40-6
CeFl	Cellulomonas flavigena DSM 20109
ThTe	Caldanaerobacter subterraneus subsp. tengcongensis MB4
BaAn_6	Bacillus anthracis str. A0465
BaSp_2	Bacteroides sp. 9_1_42FAA
BrHy	Brachyspira hyodysenteriae WA1
CoBu_2	Coxiella burnetii RSA 493
BaWe	Bacillus mycoides KBAB4
CoBu_4	Coxiella burnetii 'MSU Goat Q177'
SuIs_2	Sulfolobus islandicus M.14.25
PhZu	Phenylobacterium zucineum HLK1
BaFr_1	Bacteroides fragilis NCTC 9343
SySp_8	Synechococcus sp. RS9916
BaCe_32	Bacillus cereus Rock3-42
PrAe	Prosthecochloris aestuarii DSM 271
AcPal	Actinobacillus minor NM305
StNa	Stackebrandtia nassauensis DSM 44728
GeSu	Geobacter sulfurreducens PCA
HaPa	Glaesserella parasuis SH0165
HePy_2	Helicobacter pylori HPAG1
PyHo	Pyrococcus horikoshii OT3
HaHa	Halorhodospira halophila SL1
PsSy_13	Pseudomonas coronafaciens pv. oryzae str. 1_6
PaBe	Parvularcula bermudensis HTCC2503
BaCe_5	Bacillus cereus E33L
