ncbi_id,tracey_id,species group,species subgroup,cohort,family,tribe,class,biotype,genotype,section,order,superorder,superphylum,pathogroup,subphylum,parvorder,subfamily,species,isolate,infraorder,subkingdom,forma,phylum,strain,superkingdom,suborder,kingdom,infraclass,superclass,superfamily,subtribe,subcohort,forma specialis,serogroup,subclass,varietas,series,genus,serotype,subgenus,subspecies
401619,11333,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Candidatus Riesia pediculicola,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Candidatus Riesia,-,-,-
41997,11334,-,-,-,Enterococcaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Enterococcus saccharolyticus,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Enterococcus,-,-,-
119219,11335,-,-,-,Burkholderiaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Cupriavidus metallidurans,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Cupriavidus,-,-,-
298657,11336,-,-,-,Pseudoalteromonadaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Pseudoalteromonas spongiae,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Pseudoalteromonas,-,-,-
394098,11337,-,-,-,Caryophanaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Bhargavaea cecembensis,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Bhargavaea,-,-,-
1238427,11338,-,-,-,Haloferacaceae,-,Halobacteria,-,-,-,Halobacteriales,-,-,-,-,-,-,Halonotius sp. J07HN6,-,-,-,-,Methanobacteriota,-,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,Halonotius,-,-,-
1238426,11339,-,-,-,Haloferacaceae,-,Halobacteria,-,-,-,Halobacteriales,-,-,-,-,-,-,Haloquadratum sp. J07HQX50,-,-,-,-,Methanobacteriota,-,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,Haloquadratum,-,-,-
151414,11340,-,-,-,Nitrobacteraceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Afipia birgiae,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Afipia,-,-,-
376806,11341,-,-,-,Bacteroidaceae,-,Bacteroidia,-,-,-,Bacteroidales,-,-,-,-,-,-,Bacteroides gallinarum,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bacteroides,-,-,-
376805,11342,-,-,-,Bacteroidaceae,-,Bacteroidia,-,-,-,Bacteroidales,-,-,-,-,-,-,Phocaeicola salanitronis,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Phocaeicola,-,-,-
376804,11343,-,-,-,Bacteroidaceae,-,Bacteroidia,-,-,-,Bacteroidales,-,-,-,-,-,-,Phocaeicola barnesiae,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Phocaeicola,-,-,-
211668,11344,-,-,-,Colwelliaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Colwellia piezophila,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Colwellia,-,-,-
164400,11345,-,-,-,Zoogloeaceae,-,Betaproteobacteria,-,-,-,Rhodocyclales,-,-,-,-,-,-,Thauera phenylacetica,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Thauera,-,-,-
1009415,11346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Verrucomicrobia bacterium SCGC AAA164-E04,-,-,-,-,Verrucomicrobiota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1009412,11347,-,-,-,Flavobacteriaceae,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,Flavobacterium sp. SCGC AAA160-P02,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Flavobacterium,-,-,-
49893,11348,-,-,-,Holosporaceae,-,Alphaproteobacteria,-,-,-,Holosporales,-,-,-,-,-,-,Holospora obtusa,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Holospora,-,-,-
1390361,11349,-,-,-,Brucellaceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Ochrobactrum sp. EGD-AQ16,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Ochrobactrum,-,-,-
202956,11350,-,-,-,Moraxellaceae,-,Gammaproteobacteria,-,-,-,Moraxellales,-,-,-,-,-,-,Acinetobacter towneri,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Acinetobacter,-,-,-
202955,11351,-,-,-,Moraxellaceae,-,Gammaproteobacteria,-,-,-,Moraxellales,-,-,-,-,-,-,Acinetobacter tjernbergiae,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Acinetobacter,-,-,-
489138,11352,-,-,-,Halobacteriaceae,-,Halobacteria,-,-,-,Halobacteriales,-,-,-,-,-,-,Halarchaeum acidiphilum,-,-,-,-,Methanobacteriota,-,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,Halarchaeum,-,-,-
202954,11353,-,-,-,Moraxellaceae,-,Gammaproteobacteria,-,-,-,Moraxellales,-,-,-,-,-,-,Acinetobacter tandoii,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Acinetobacter,-,-,-
202952,11354,-,-,-,Moraxellaceae,-,Gammaproteobacteria,-,-,-,Moraxellales,-,-,-,-,-,-,Acinetobacter gerneri,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Acinetobacter,-,-,-
202951,11355,-,-,-,Moraxellaceae,-,Gammaproteobacteria,-,-,-,Moraxellales,-,-,-,-,-,-,Acinetobacter bouvetii,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Acinetobacter,-,-,-
202950,11356,-,-,-,Moraxellaceae,-,Gammaproteobacteria,-,-,-,Moraxellales,-,-,-,-,-,-,Acinetobacter baylyi,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Acinetobacter,-,-,-
632569,11357,-,-,-,Pseudonocardiaceae,-,Actinomycetes,-,-,-,Pseudonocardiales,-,-,-,-,-,-,Saccharomonospora marina,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Saccharomonospora,-,-,-
1009418,11358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Verrucomicrobia bacterium SCGC AAA164-M04,-,-,-,-,Verrucomicrobiota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1009419,11359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Verrucomicrobia bacterium SCGC AAA164-N20,-,-,-,-,Verrucomicrobiota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1160784,11360,-,-,-,-,-,Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,Candidatus Nasuia deltocephalincola,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Candidatus Nasuia,-,-,-
189691,11361,-,-,-,Paenibacillaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Paenibacillus elgii,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Paenibacillus,-,-,-
103731,11362,-,-,-,Pseudonocardiaceae,-,Actinomycetes,-,-,-,Pseudonocardiales,-,-,-,-,-,-,Saccharothrix espanaensis,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Saccharothrix,-,-,-
1009426,11363,-,-,-,-,-,Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,gamma proteobacterium SCGC AAA168-P09,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1009425,11364,-,-,-,-,-,Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,gamma proteobacterium SCGC AAA168-I18,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1121721,11365,-,-,-,Gordoniaceae,-,Actinomycetes,-,-,-,Mycobacteriales,-,-,-,-,-,-,Jongsikchunia kroppenstedtii,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Jongsikchunia,-,-,-
4031,11366,-,-,-,Geraniaceae,-,Magnoliopsida,-,-,-,Geraniales,-,-,-,Streptophytina,-,-,Pelargonium x hortorum,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Pelargonium,-,-,-
88189,11367,-,-,-,Thermaceae,-,Deinococci,-,-,-,Thermales,-,-,-,-,-,-,Thermus igniterrae,-,-,-,-,Deinococcota,-,-,-,Thermotogati,-,-,-,-,-,-,-,-,-,-,Thermus,-,-,-
172042,11368,-,-,-,Micrococcaceae,-,Actinomycetes,-,-,-,Micrococcales,-,-,-,-,-,-,Rothia aeria,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Rothia,-,-,-
88132,11369,-,-,-,Aerococcaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Eremococcus coleocola,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Eremococcus,-,-,-
1269028,11370,-,-,-,Mimiviridae,-,Megaviricetes,-,-,-,Imitervirales,-,-,-,-,-,Megamimivirinae,Moumouvirus moumou,-,-,-,-,Nucleocytoviricota,-,-,Orthomivirineae,Bamfordvirae,-,-,-,-,-,-,-,-,-,-,Moumouvirus,-,-,-
428711,11371,-,-,-,Dethiosulfovibrionaceae,-,Synergistia,-,-,-,Synergistales,-,-,-,-,-,-,-,-,-,-,-,Synergistota,-,-,-,Thermotogati,-,-,-,-,-,-,-,-,-,-,Jonquetella,-,-,-
428712,11372,-,-,-,Dethiosulfovibrionaceae,-,Synergistia,-,-,-,Synergistales,-,-,-,-,-,-,Jonquetella anthropi,-,-,-,-,Synergistota,-,-,-,Thermotogati,-,-,-,-,-,-,-,-,-,-,Jonquetella,-,-,-
992010,11373,-,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Vibrio sp. HENC-01,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Vibrio,-,-,-
1035308,11374,-,-,-,Desulfitobacteriaceae,-,Clostridia,-,-,-,Eubacteriales,-,-,-,-,-,-,Dehalobacter sp. FTH1,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Dehalobacter,-,-,-
992012,11375,-,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Vibrio sp. HENC-03,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Vibrio,-,-,-
81412,11376,-,-,-,Synergistaceae,-,Synergistia,-,-,-,Synergistales,-,-,-,-,-,-,Aminomonas paucivorans,-,-,-,-,Synergistota,-,-,-,Thermotogati,-,-,-,-,-,-,-,-,-,-,Aminomonas,-,-,-
81408,11377,-,-,-,Anoxybacillaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Parageobacillus caldoxylosilyticus,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Parageobacillus,-,-,-
419186,11378,-,-,-,Natrialbaceae,-,Halobacteria,-,-,-,Halobacteriales,-,-,-,-,-,-,Natrinema gari,-,-,-,-,Methanobacteriota,-,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,Natrinema,-,-,-
141693,11379,-,-,-,Nocardiopsidaceae,-,Actinomycetes,-,-,-,Streptosporangiales,-,-,-,-,-,-,Nocardiopsis kunsanensis,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Nocardiopsis,-,-,-
141692,11380,-,-,-,Nocardiopsidaceae,-,Actinomycetes,-,-,-,Streptosporangiales,-,-,-,-,-,-,Nocardiopsis halophila,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Nocardiopsis,-,-,-
1335307,11381,pseudomallei group,-,-,Burkholderiaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Burkholderia pseudomallei,-,-,-,-,Pseudomonadota,Burkholderia pseudomallei MSHR305,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Burkholderia,-,-,-
939696,11382,-,-,-,-,-,Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,gamma proteobacterium SCGC AAA300-D14,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
251229,11383,-,-,-,Chroococcidiopsidaceae,-,Cyanophyceae,-,-,-,Chroococcidiopsidales,-,-,-,-,-,-,Chroococcidiopsis thermalis,-,-,-,-,Cyanobacteriota,Chroococcidiopsis thermalis PCC 7203,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Chroococcidiopsis,-,-,-
539813,11384,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Enterobacter mori,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Enterobacter,-,-,-
133926,11385,-,-,-,Atopobiaceae,-,Coriobacteriia,-,-,-,Coriobacteriales,-,-,-,-,-,-,Olsenella uli,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Olsenella,-,-,-
453852,11386,-,-,-,Flavobacteriaceae,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,Galbibacter orientalis,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Galbibacter,-,-,-
202789,11387,-,-,-,Actinomycetaceae,-,Actinomycetes,-,-,-,Actinomycetales,-,-,-,-,-,-,Actinobaculum massiliense,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Actinobaculum,-,-,-
233894,11388,-,-,-,Straboviridae,-,Caudoviricetes,-,-,-,Pantevenvirales,-,-,-,-,-,-,Tulanevirus bteighttwo,-,-,-,-,Uroviricota,-,-,-,Heunggongvirae,-,-,-,-,-,-,-,-,-,-,Tulanevirus,-,-,-
929832,11389,-,-,-,Kyanoviridae,-,Caudoviricetes,-,-,-,Pantevenvirales,-,-,-,-,-,-,Cyanophage P-RSM6,-,-,-,-,Uroviricota,-,-,-,Heunggongvirae,-,-,-,-,-,-,-,-,-,-,-,-,-,-
164514,11390,-,-,-,Blattabacteriaceae,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,Blattabacterium punctulatus,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Blattabacterium,-,-,-
453851,11391,-,-,-,Hyphomonadaceae,-,Alphaproteobacteria,-,-,-,Hyphomonadales,-,-,-,-,-,-,Henriciella marina,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Henriciella,-,-,-
332953,11392,-,-,-,Natrialbaceae,-,Halobacteria,-,-,-,Halobacteriales,-,-,-,-,-,-,Halovivax asiaticus,-,-,-,-,Methanobacteriota,-,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,Halovivax,-,-,-
1130301,11393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,crenarchaeote SCGC AAA261-G18,-,-,-,-,Thermoproteota,-,-,-,Thermoproteati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81468,11394,-,-,-,Aminobacteriaceae,-,Synergistia,-,-,-,Synergistales,-,-,-,-,-,-,Aminobacterium colombiense,-,-,-,-,Synergistota,-,-,-,Thermotogati,-,-,-,-,-,-,-,-,-,-,Aminobacterium,-,-,-
81464,11395,-,-,-,Sporomusaceae,-,Negativicutes,-,-,-,Selenomonadales,-,-,-,-,-,-,Anaeromusa acidaminophila,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Anaeromusa,-,-,-
453835,11396,-,-,-,Alteromonadaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Alishewanella aestuarii,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Alishewanella,-,-,-
1130299,11397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,crenarchaeote SCGC AAA261-C22,-,-,-,-,Thermoproteota,-,-,-,Thermoproteati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
877468,11398,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
103892,11399,-,-,-,Veillonellaceae,-,Negativicutes,-,-,-,Veillonellales,-,-,-,-,-,-,Veillonella ratti,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Veillonella,-,-,-
81462,11400,-,-,-,Synergistaceae,-,Synergistia,-,-,-,Synergistales,-,-,-,-,-,-,Thermanaerovibrio acidaminovorans,-,-,-,-,Synergistota,-,-,-,Thermotogati,-,-,-,-,-,-,-,-,-,-,Thermanaerovibrio,-,-,-
453816,11401,-,-,-,Pseudobdellovibrionaceae,-,Bdellovibrionia,-,-,-,Bdellovibrionales,-,-,-,-,-,-,Pseudobdellovibrio exovorus,-,-,-,-,Bdellovibrionota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Pseudobdellovibrio,-,-,-
1130318,11402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,euryarchaeote SCGC AAA261-G15,-,-,-,-,Methanobacteriota,-,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
939745,11403,-,-,-,-,-,Gammaproteobacteria,-,-,-,Oceanospirillales,-,-,-,-,-,-,Oceanospirillales bacterium SCGC AAA298-N10,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81475,11404,-,-,-,Rhodanobacteraceae,-,Gammaproteobacteria,-,-,-,Lysobacterales,-,-,-,-,-,-,Frateuria aurantia,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Frateuria,-,-,-
1130304,11405,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,crenarchaeote SCGC AAA261-N13,-,-,-,-,Thermoproteota,-,-,-,Thermoproteati,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57372,11406,-,-,-,Mycoplasmataceae,-,Mollicutes,-,-,-,Mycoplasmatales,-,-,-,-,-,-,Mycoplasma suis,-,-,-,-,Mycoplasmatota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Mycoplasma,-,-,-
1260292,11407,-,-,-,Halymeniaceae,-,Florideophyceae,-,-,-,Halymeniales,-,-,-,-,-,-,Phyllymenia taiwanensis,-,-,-,-,Rhodophyta,-,-,-,-,-,-,-,-,-,-,-,Rhodymeniophycidae,-,-,Phyllymenia,-,-,-
693075,11408,-,-,-,Caldisericaceae,-,Caldisericia,-,-,-,Caldisericales,-,-,-,-,-,-,Caldisericum exile,-,-,-,-,Caldisericota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Caldisericum,-,-,-
103816,11409,-,-,-,Nocardiaceae,-,Actinomycetes,-,-,-,Mycobacteriales,-,-,-,-,-,-,Rhodococcus pyridinivorans,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Rhodococcus,-,-,-
103810,11410,-,-,-,Weeksellaceae,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,Riemerella columbina,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Riemerella,-,-,-
341694,11411,-,-,-,Peptostreptococcaceae,-,Clostridia,-,-,-,Peptostreptococcales,-,-,-,-,-,-,Peptostreptococcus stomatis,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Peptostreptococcus,-,-,-
313985,11412,-,-,-,Geobacteraceae,-,Desulfuromonadia,-,-,-,Geobacterales,-,-,-,-,-,-,Trichlorobacter lovleyi,-,-,-,-,Thermodesulfobacteriota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Trichlorobacter,-,-,-
42234,11413,-,-,-,Streptomycetaceae,-,Actinomycetes,-,-,-,Kitasatosporales,-,-,-,-,-,-,Streptomyces acidiscabies,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Streptomyces,-,-,-
42235,11414,-,-,-,Streptomycetaceae,-,Actinomycetes,-,-,-,Kitasatosporales,-,-,-,-,-,-,Streptomyces bottropensis,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Streptomyces,-,-,-
13146,11415,-,-,-,Psittaculidae,-,Aves,-,-,-,Psittaciformes,-,-,-,Craniata,-,-,Melopsittacus undulatus,-,-,-,-,Chordata,-,-,-,Metazoa,Neognathae,Sarcopterygii,-,-,-,-,-,-,-,-,Melopsittacus,-,-,-
1174528,11416,-,-,-,Hapalosiphonaceae,-,Cyanophyceae,-,-,-,Nostocales,-,-,-,-,-,-,Fischerella sp. PCC 9339,-,-,-,-,Cyanobacteriota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Fischerella,-,-,-
1174529,11417,-,-,-,Rhizobiaceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Candidatus Liberibacter asiaticus,-,-,-,-,Pseudomonadota,Candidatus Liberibacter asiaticus str. gxpsy,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Liberibacter,-,-,-
83683,11418,-,-,-,Lactobacillaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Lactobacillus amylolyticus,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Lactobacillus,-,-,-
179878,11419,-,-,-,Sphingomonadaceae,-,Alphaproteobacteria,-,-,-,Sphingomonadales,-,-,-,-,-,-,Sphingomonas elodea,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Sphingomonas,-,-,-
56426,11420,-,-,-,Bartonellaceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Bartonella clarridgeiae,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bartonella,-,-,-
330485,11421,-,-,-,Volvocaceae,-,Chlorophyceae,-,-,-,Chlamydomonadales,-,-,-,-,-,-,Pleodorina starrii,-,-,-,-,Chlorophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Pleodorina,-,-,-
446683,11422,-,-,-,Chitinophagaceae,-,Chitinophagia,-,-,-,Chitinophagales,-,-,-,-,-,-,Niabella soli,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Niabella,-,-,-
446681,11423,-,-,-,Flavobacteriaceae,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,Eudoraea adriatica,-,-,-,-,Bacteroidota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Eudoraea,-,-,-
268747,11424,-,-,-,Kyanoviridae,-,Caudoviricetes,-,-,-,Pantevenvirales,-,-,-,-,-,-,Ronodorvirus ssm4,-,-,-,-,Uroviricota,-,-,-,Heunggongvirae,-,-,-,-,-,-,-,-,-,-,Ronodorvirus,-,-,-
268739,11425,-,-,-,Natronomonadaceae,-,Halobacteria,-,-,-,Halobacteriales,-,-,-,-,-,-,Natronomonas moolapensis,-,-,-,-,Methanobacteriota,Natronomonas moolapensis 8.8.11,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,Natronomonas,-,-,-
205844,11426,-,-,-,Sphingomonadaceae,-,Alphaproteobacteria,-,-,-,Sphingomonadales,-,-,-,-,-,-,Novosphingobium pentaromativorans,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Novosphingobium,-,-,-
1343076,11427,-,-,-,-,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,Candidatus Karelsulcia muelleri,-,-,-,-,Bacteroidota,Candidatus Karelsulcia muelleri str. Sulcia-ALF,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Candidatus Karelsulcia,-,-,-
1343077,11428,-,-,-,-,-,Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,Candidatus Nasuia deltocephalincola,-,-,-,-,Pseudomonadota,Candidatus Nasuia deltocephalinicola str. NAS-ALF,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Candidatus Nasuia,-,-,-
1281781,11429,-,-,-,Bifidobacteriaceae,-,Actinomycetes,-,-,-,Bifidobacteriales,-,-,-,-,-,-,Bifidobacterium animalis,-,-,-,-,Actinomycetota,Bifidobacterium animalis subsp. lactis Bl12,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Bifidobacterium,-,-,Bifidobacterium animalis subsp. lactis
1200300,11430,-,-,-,Desulfurococcaceae,-,Thermoprotei,-,-,-,Desulfurococcales,-,-,-,-,-,-,Thermogladius calderae,-,-,-,-,Thermoproteota,-,-,-,Thermoproteati,-,-,-,-,-,-,-,-,-,-,Thermogladius,-,-,-
65058,11431,-,-,-,Corynebacteriaceae,-,Actinomycetes,-,-,-,Mycobacteriales,-,-,-,-,-,-,Corynebacterium ulcerans,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Corynebacterium,-,-,-
47850,11432,-,-,-,Micromonosporaceae,-,Actinomycetes,-,-,-,Micromonosporales,-,-,-,-,-,-,Micromonospora aurantiaca (nom. illeg.),-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Micromonospora,-,-,-
83656,11433,-,-,-,Streptomycetaceae,-,Actinomycetes,-,-,-,Kitasatosporales,-,-,-,-,-,-,Streptomyces tsukubensis,-,-,-,-,Actinomycetota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Streptomyces,-,-,-
